symbol
SHSE.600000
SHSE.600009
SHSE.600010
SHSE.600011
SHSE.600015
SHSE.600016
SHSE.600018
SHSE.600019
SHSE.600023
SHSE.600025
SHSE.600026
SHSE.600027
SHSE.600028
SHSE.600029
SHSE.600030
SHSE.600031
SHSE.600036
SHSE.600039
SHSE.600048
SHSE.600050
SHSE.600061
SHSE.600066
SHSE.600085
SHSE.600089
SHSE.600104
SHSE.600111
SHSE.600115
SHSE.600118
SHSE.600150
SHSE.600160
SHSE.600176
SHSE.600183
SHSE.600188
SHSE.600196
SHSE.600219
SHSE.600221
SHSE.600233
SHSE.600276
SHSE.600309
SHSE.600346
SHSE.600362
SHSE.600372
SHSE.600406
SHSE.600415
SHSE.600426
SHSE.600436
SHSE.600438
SHSE.600460
SHSE.600482
SHSE.600489
SHSE.600515
SHSE.600519
SHSE.600522
SHSE.600547
SHSE.600549
SHSE.600570
SHSE.600584
SHSE.600585
SHSE.600588
SHSE.600600
SHSE.600660
SHSE.600674
SHSE.600690
SHSE.600741
SHSE.600760
SHSE.600795
SHSE.600803
SHSE.600809
SHSE.600845
SHSE.600875
SHSE.600886
SHSE.600887
SHSE.600893
SHSE.600900
SHSE.600905
SHSE.600918
SHSE.600919
SHSE.600926
SHSE.600930
SHSE.600938
SHSE.600941
SHSE.600958
SHSE.600989
SHSE.600999
SHSE.601006
SHSE.601009
SHSE.601012
SHSE.601018
SHSE.601021
SHSE.601058
SHSE.601059
SHSE.601066
SHSE.601077
SHSE.601088
SHSE.601100
SHSE.601111
SHSE.601117
SHSE.601127
SHSE.601136
SHSE.601138
SHSE.601166
SHSE.601169
SHSE.601186
SHSE.601211
SHSE.601225
SHSE.601229
SHSE.601238
SHSE.601288
SHSE.601318
SHSE.601319
SHSE.601328
SHSE.601336
SHSE.601360
SHSE.601377
SHSE.601390
SHSE.601398
SHSE.601456
SHSE.601600
SHSE.601601
SHSE.601607
SHSE.601618
SHSE.601628
SHSE.601633
SHSE.601658
SHSE.601668
SHSE.601669
SHSE.601688
SHSE.601689
SHSE.601698
SHSE.601727
SHSE.601728
SHSE.601766
SHSE.601788
SHSE.601800
SHSE.601816
SHSE.601818
SHSE.601825
SHSE.601838
SHSE.601857
SHSE.601868
SHSE.601872
SHSE.601877
SHSE.601878
SHSE.601881
SHSE.601888
SHSE.601898
SHSE.601899
SHSE.601901
SHSE.601916
SHSE.601919
SHSE.601939
SHSE.601985
SHSE.601988
SHSE.601995
SHSE.601998
SHSE.603019
SHSE.603259
SHSE.603260
SHSE.603288
SHSE.603296
SHSE.603369
SHSE.603392
SHSE.603501
SHSE.603799
SHSE.603893
SHSE.603986
SHSE.603993
SHSE.605117
SHSE.605499
SHSE.688008
SHSE.688009
SHSE.688012
SHSE.688036
SHSE.688041
SHSE.688047
SHSE.688072
SHSE.688082
SHSE.688111
SHSE.688126
SHSE.688183
SHSE.688223
SHSE.688256
SHSE.688271
SHSE.688303
SHSE.688396
SHSE.688472
SHSE.688506
SHSE.688521
SHSE.688981
SZSE.000001
SZSE.000002
SZSE.000063
SZSE.000100
SZSE.000157
SZSE.000166
SZSE.000301
SZSE.000333
SZSE.000338
SZSE.000408
SZSE.000425
SZSE.000538
SZSE.000568
SZSE.000596
SZSE.000617
SZSE.000625
SZSE.000630
SZSE.000651
SZSE.000657
SZSE.000708
SZSE.000725
SZSE.000768
SZSE.000776
SZSE.000792
SZSE.000807
SZSE.000858
SZSE.000895
SZSE.000938
SZSE.000963
SZSE.000975
SZSE.000977
SZSE.000988
SZSE.000999
SZSE.001280
SZSE.001391
SZSE.001965
SZSE.001979
SZSE.002001
SZSE.002027
SZSE.002028
SZSE.002049
SZSE.002050
SZSE.002074
SZSE.002142
SZSE.002179
SZSE.002202
SZSE.002230
SZSE.002236
SZSE.002241
SZSE.002304
SZSE.002311
SZSE.002352
SZSE.002353
SZSE.002371
SZSE.002384
SZSE.002415
SZSE.002422
SZSE.002460
SZSE.002463
SZSE.002466
SZSE.002475
SZSE.002493
SZSE.002532
SZSE.002558
SZSE.002594
SZSE.002600
SZSE.002602
SZSE.002625
SZSE.002648
SZSE.002709
SZSE.002714
SZSE.002736
SZSE.002837
SZSE.002916
SZSE.002920
SZSE.002938
SZSE.003816
SZSE.300014
SZSE.300015
SZSE.300033
SZSE.300059
SZSE.300122
SZSE.300124
SZSE.300251
SZSE.300274
SZSE.300308
SZSE.300316
SZSE.300394
SZSE.300408
SZSE.300413
SZSE.300418
SZSE.300433
SZSE.300442
SZSE.300450
SZSE.300476
SZSE.300498
SZSE.300502
SZSE.300628
SZSE.300661
SZSE.300750
SZSE.300760
SZSE.300803
SZSE.300832
SZSE.300866
SZSE.300896
SZSE.300999
SZSE.301165
SZSE.301236
SZSE.301269
SZSE.301308
SZSE.302132
